# Tissue Carbon and Nitrogen,,,,,,,
#,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/73,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/73.csv,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/32.eml,,,,,,,
#,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,
#,,,,,,,
#     VARIATE TABLE,,,,,,,
5/3/2012,T3,R1,Secale cereale M.Bieb.,,42.679,2.44,2012
9/16/2004,TDF,R1,Leaf Litter,,46.682,0.895,2004
7/27/2018,T5,R4,UnSorted,,44.275,1.238,2018
10/17/1990,T2,R1,Glycine max L. (*),SEED,58.57,7.53,1990
10/15/1996,T21,R5,Zea mays L. (*),STOVER,44.58,0.74,1996
8/30/1999,T5,R5,Monocots,GRDCOVER,43.21,1.54,1999
8/9/2004,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.584,1.682,2004
7/13/2011,T6,R4,UnSorted,,42.057,3.541,2011
9/12/1994,T2,R1,Glycine max L. (*),SEED,57.34,7.52,1994
9/15/1997,T1,R4,Glycine max L. (*),SEED,48.27,6.06,1997
,TCF,R3,Leaf Litter,LEAFLITTER,50.14,0.69,1996
6/23/2015,T6,R3,UnSorted,,41.238,2.775,2015
5/11/1993,T3,R1,Vicia villosa  Roth,COVCROPNDB,39.56,2.88,1993
11/14/2016,T7,R1,UnSorted,,45.186,0.779,2016
10/9/2006,T2,R2,Glycine max L. (*),SEED,51.531,5.934,2006
10/9/2018,T6,R5,UnSorted,,30.518,3.396,2018
5/3/2012,T3,R2,Secale cereale M.Bieb.,,42.886,2.178,2012
7/14/2008,T6,R2,aggregate of live biomass except for Triticum sp.,,41.018,3.061,2008
8/4/2010,T7,R4,Rhus typhina L.,,46.205,1.535,2010
8/5/2009,T7,R6,Poa pratensis L.,,42.943,1.019,2009
9/8/1997,T5,,Trunks of poplars - CN code,TRUNK,50.51,0.07,1997
7/16/2019,T1,R4,Triticum aestivum L. (*),STOVER,45.469,0.374,2019
6/6/2006,T6,R5,Medicago sativa L.,,43.502,2.681,2006
9/28/2012,T4,R5,Glycine max L. (*),SEED,52.327,6.297,2012
9/12/2018,TSF,R1,Surface Litter,,42.373,1.142,2018
8/5/2002,T7,R4,Rubus sp. (*),,47.306,1.302,2002
7/31/2017,T7,R3,Solidago canadensis L.,,45.828,0.92,2017
7/30/1996,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.28,1.06,1996
7/8/1991,T6,R5,Medicago sativa L.,CROP,43.95,3.51,1991
10/5/2005,T4,R4,Zea mays L. (*),STOVER,43.318,0.643,2005
8/2/2007,T7,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.174,1.18,2007
8/6/2015,T8,R3,Solidago canadensis L.,,44.907,1.04,2015
8/5/2010,T7,R6,Solidago canadensis L.,,44.375,1.166,2010
8/26/2013,T7,R6,Trifolium pratense L.,,43.342,2.205,2013
10/27/2014,T3,R5,Zea mays L. (*),SEED,42.429,0.86,2014
12/12/2014,TDF,R3,Leaf Litter,,44.539,1.007,2014
11/16/2011,T7,R1,UnSorted,,47.046,0.747,2011
11/7/2014,T5,R3,Leaf Litter,,43.78,0.963,2014
5/22/1995,T6,R1,Medicago sativa L.,CROP,42.62,4.16,1995
8/11/1999,T7,R4,Standing Dead,NDB,44.86,1.04,1999
8/16/2010,T8,R3,Poa pratensis L.,,43.911,1.286,2010
7/7/2010,T6,R6,Medicago sativa L.,,44.945,2.503,2010
10/6/1992,T1,R5,Glycine max L. (*),STOVER,45.81,0.84,1992
8/7/2017,T8,R4,Surface Litter,,41.864,1.217,2017
6/24/2015,T6,R5,Medicago sativa L.,,42.122,2.926,2015
8/23/2012,TSF,R3,Leaf Litter,,47.225,1.484,2012
8/3/2004,T7,R6,Surface Litter,,44.018,0.788,2004
9/20/2017,TSF,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.976,1.625,2017
8/18/2008,TSF,R2,Celastrus orbiculatus Thunb.,,46.041,1.833,2008
,TCF,R1,Leaf Litter,LEAFLITTER,50.65,1.01,1996
7/11/1994,TSF,R3,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,NDB,44.4,1.72,1994
7/6/1998,T4,R5,Trifolium pratense L.,COVCROP,42.94,2.62,1998
7/25/2012,T8,R1,Bromus inermis Leyss.,,43.006,0.86,2012
8/11/1999,T7,R4,Vicia villosa  Roth,NDB,45.7,1.01,1999
5/11/1998,T6,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,41.27,2.71,1998
5/21/2014,T4,R4,Trifolium pratense L.,,43.32,3.701,2014
8/23/2010,TSF,R3,Celastrus orbiculatus Thunb.,,45.487,2.385,2010
7/17/2013,T3,R4,Triticum aestivum L. (*),SEED,43.941,1.636,2013
9/14/1999,T2,R1,Zea mays L. (*),STOVER,44.92,0.56,1999
10/5/2009,T1,R5,aggregate of live biomass except for Glycine max L. (*),,40.315,2.633,2009
10/4/1993,T1,R6,Zea mays L. (*),STOVER,43.37,0.94,1993
8/14/2019,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.872,0.905,2019
5/29/1991,T6,R6,Medicago sativa L.,CROP,45.42,3.19,1991
8/11/1999,T7,R6,Aster pilosus Willd.,NDB,43.51,1.51,1999
8/1/2016,T7,R2,Poa pratensis L.,,43.875,1.572,2016
6/1/2005,T6,R4,aggregate of live biomass except for Medicago sativa L.,,39.054,1.962,2005
8/15/1991,T6,R5,Medicago sativa L.,CROP,45.6,3.72,1991
8/9/2006,T8,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.554,0.976,2006
6/27/2007,T3,R4,aggregate of live biomass except for Triticum sp.,,42.132,1.413,2007
7/6/1998,T3,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,41.86,1.8,1998
4/30/1990,T3,R5,Vicia villosa  Roth,COVCROP,37.78,3.29,1990
8/23/2007,T6,R1,aggregate of live biomass except for Medicago sativa L.,,39.429,3.638,2007
10/14/2008,T1,R6,Zea mays L. (*),STOVER,47.384,0.664,2008
9/16/1994,T5,,poplar leaves,POPLVS,45.25,1.93,1994
5/20/2015,T6,R3,Medicago sativa L.,,44.274,3.605,2015
10/4/1993,T3,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,41.91,2.66,1993
4/26/1999,T4,R5,Trifolium incarnatum L.,COVCROPNDB,43.56,2.83,1999
10/16/2017,T1,R1,Zea mays L. (*),STOVER,44.269,0.501,2017
9/3/2003,T3,R6,aggregate of live biomass except for Glycine max L. (*),,38.579,2.05,2003
8/9/2004,TSF,R1,Elymus repens (L.) Gould,,45.27,1.173,2004
7/17/2019,T2,R6,Triticum aestivum L. (*),SEED,42.64,1.417,2019
5/19/2009,T3,R3,Secale cereale M.Bieb.,,43.462,2.074,2009
10/10/1992,T6,R5,Medicago sativa L.,CROP,46.76,3.95,1992
10/8/2003,T5,R3,Festuca rubra L.,,40.505,1.275,2003
8/4/2004,T8,R3,Surface Litter,,37.792,0.971,2004
8/6/2003,T7,R3,Apocynum cannabinum L.,,44.6,0.945,2003
8/6/2001,T7,R4,Trifolium pratense L.,,43.343,2.004,2001
7/31/2012,T7,R1,Celastrus orbiculatus Thunb.,,46.517,1.25,2012
5/18/2015,T3,R3,Secale cereale M.Bieb.,,43.385,1.786,2015
10/24/2014,T2,R4,Zea mays L. (*),STOVER,45.316,0.587,2014
8/3/2016,T7,R4,Poa pratensis L.,,42.512,1.083,2016
9/3/2009,T6,R4,Medicago sativa L.,,44.768,4.813,2009
8/2/2000,T7,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.644,1.024,2000
8/27/2010,T6,R3,Medicago sativa L.,,44.425,2.824,2010
11/5/2012,T5,R5,Leaf Litter,,44.556,1.038,2012
10/5/2009,T3,R3,Glycine max L. (*),SEED,51.319,6.219,2009
8/7/2009,T8,R2,Bromus inermis Leyss.,,44.684,0.936,2009
7/6/2004,T6,R2,aggregate of live biomass except for Medicago sativa L.,,39.134,3.068,2004
10/6/1992,T1,R6,Glycine max L. (*),SEED,49.13,6.94,1992
,T5,R2,Leaf Litter,LEAFLITTER,44.61,1.17,1996
6/26/2007,T4,R2,Triticum aestivum L. (*),STOVER,45.005,0.456,2007
11/26/2013,T7,R6,UnSorted,,42.394,1.171,2013
8/6/2015,T8,R1,Surface Litter,,40.746,0.986,2015
7/15/2004,T3,R6,Triticum aestivum L. (*),STOVER,42.559,0.916,2004
7/7/2010,T2,R6,Triticum aestivum L. (*),SEED,42.778,1.79,2010
8/2/2007,T7,R3,Bromus inermis Leyss.,,43.441,0.489,2007
8/10/2005,T8,R4,Bromus inermis Leyss.,,45.098,0.949,2005
7/10/2006,T6,R2,aggregate of live biomass except for Medicago sativa L.,,39.759,2.819,2006
9/2/1998,T5,R5,Trunks of poplars - CN code,TRUNK,48.08,0.23,1998
8/10/1998,T7,R3,Living Monocot,NDB,42.7,1.38,1998
7/28/1997,T7,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,41.88,1.39,1997
8/4/2011,T8,R2,Elaeagnus umbellata Thunb.,,48.894,1.899,2011
7/12/1995,T2,R2,Triticum aestivum L. (*),SEED,41.13,1.98,1995
9/12/1989,T5,R5,Trunks of poplars - CN code,TRUNK,46.31,0.86,1989
9/30/1994,T7,R1,Trifolium pratense L.,NDB,43.81,3.56,1994
5/3/2012,T3,R1,UnSorted,,41.598,2.828,2012
10/24/2014,T4,R3,Zea mays L. (*),SEED,42.577,1.091,2014
7/9/1993,T6,R4,Medicago sativa L.,NDB,41.31,2.97,1993
10/26/2011,T2,R3,Zea mays L. (*),STOVER,45.775,0.825,2011
8/7/2003,T7,R6,Elymus repens (L.) Gould,,42.419,0.875,2003
8/12/2019,T7,R3,Surface Litter,,40.127,0.947,2019
8/9/2006,T8,R4,Poa pratensis L.,,44.301,1.056,2006
11/30/2012,TSF,R2,Leaf Litter,,46.898,0.726,2012
8/12/2004,T5,R5,Leaf Litter,,46.353,1.524,2004
8/19/2004,T6,R3,Medicago sativa L.,,43.346,3.487,2004
5/16/2006,T4,R3,Secale cereale M.Bieb.,,42.981,1.856,2006
8/12/2008,T8,R4,Bromus inermis Leyss.,,43.936,1.087,2008
8/10/2006,TSF,R1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,44.234,1.351,2006
8/4/2008,T7,R2,Poa pratensis L.,,42.868,1.247,2008
8/1/2000,T7,R2,Poa compressa L.,,43.768,0.621,2000
3/29/2018,T5,R1,Populus nigra × P. maximowiczii,,47.839,0.313,2018
4/26/2005,T3,R2,Trifolium pratense L.,,39.682,3.789,2005
7/6/1993,T7,R6,Elymus repens (L.) Gould,NDB,43.63,1.79,1993
8/2/2004,T7,R4,Rhus typhina L.,,44.655,1.4,2004
8/13/2008,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,46.821,1.344,2008
8/1/1991,T5,R2,Leaf Litter,LEAFLITTER,44.58,1.9,1991
8/6/2001,T7,R6,Achillea millefolium L.,,44.497,0.739,2001
9/3/2003,T3,R4,Glycine max L. (*),STOVER,41.313,2.88,2003
9/3/2010,T4,R6,UnSorted,,44.944,1.582,2010
9/12/1989,T5,R4,poplar leaves,POPLVS,45.18,3.95,1989
7/6/1998,T4,R6,Triticum aestivum L. (*),SEED,41.55,1.8,1998
5/29/2013,T6,R6,Medicago sativa L.,,43.43,3.157,2013
10/5/2009,T1,R5,Glycine max L. (*),SEED,50.873,6.155,2009
8/19/2005,T6,R6,aggregate of live biomass except for Medicago sativa L.,,42.806,2.488,2005
8/13/2013,T7,R1,Solidago canadensis L.,,44.839,0.909,2013
,T5,R2,Leaf Litter,LEAFLITTER,45.67,1.61,1998
8/8/2007,T8,R4,Poa pratensis L.,,44.309,1.243,2007
7/14/2017,T6,R6,Medicago sativa L.,,44.806,2.548,2017
8/9/2006,T8,R4,Surface Litter,,41.451,1.1,2006
6/28/2007,T1,R3,aggregate of live biomass except for Triticum sp.,,43.625,1.125,2007
10/6/2006,T3,R5,aggregate of live biomass except for Glycine max L. (*),,28.431,2.709,2006
9/28/2015,T2,R2,Glycine max L. (*),SEED,52.644,5.836,2015
7/15/2013,T1,R5,Triticum aestivum L. (*),STOVER,46.003,0.568,2013
11/27/2012,T7,R4,UnSorted,,46.023,1.005,2012
8/5/1992,T5,R5,Festuca rubra L.,GRDCOVER,42.64,1.11,1992
10/4/2005,T3,R1,aggregate of live biomass except for Zea mays,,45.987,1.987,2005
5/8/2018,T4,R4,UnSorted,,40.9,2.583,2018
10/21/2002,T1,R1,Zea mays L. (*),STOVER,44.809,0.975,2002
8/25/2014,T8,R3,Poa pratensis L.,,43.307,1.148,2014
9/12/1989,T5,R3,poplar leaves,POPLVS,45.68,3.93,1989
7/14/2008,T6,R3,aggregate of live biomass except for Triticum sp.,,42.421,2.895,2008
5/21/2015,T4,R1,UnSorted,,41.254,1.89,2015
9/17/1992,T5,,Trunks of poplars - CN code,TRUNK,47.06,0.4,1992
7/9/2002,T6,R6,aggregate of live biomass except for Medicago sativa L.,,42.559,3.825,2002
10/14/2008,T2,R4,Zea mays L. (*),SEED,43.058,1.427,2008
7/27/2015,T6,R4,Medicago sativa L.,,44.25,2.82,2015
9/10/2012,T6,R3,Medicago sativa L.,,45.493,3.191,2012
9/3/2010,T4,R1,UnSorted,,45.442,1.541,2010
8/9/2011,T7,R2,Apocynum cannabinum L.,,47.939,1.024,2011
10/9/2018,T3,R2,Glycine max L. (*),STOVER,42.12,0.658,2018
8/8/2002,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.389,1.419,2002
8/10/2005,T8,R3,Bromus inermis Leyss.,,44.719,1.168,2005
9/4/2009,T6,R5,aggregate of live biomass except for Medicago sativa L.,,42.364,2.653,2009
5/17/2007,T6,R3,aggregate of live biomass except for Medicago sativa L.,,41.603,1.723,2007
10/15/1996,T1,R5,Zea mays L. (*),SEED,42.21,1.91,1996
6/1/2005,T6,R3,Medicago sativa L.,,42.842,3.378,2005
4/26/1999,T4,R3,Trifolium incarnatum L.,COVCROP,41.84,4.03,1999
10/22/2002,T2,R1,aggregate of live biomass except for Zea mays,,39.24,3.486,2002
10/9/2018,T1,R3,Glycine max L. (*),SEED,52.042,5.901,2018
10/23/2002,T3,R3,Zea mays L. (*),SEED,44.729,1.619,2002
8/7/2007,T8,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.817,0.632,2007
9/12/1994,T4,R4,Glycine max L. (*),SEED,57.79,7.53,1994
8/11/1999,T7,R4,Lotus corniculatus L.,NDB,44.67,2.01,1999
10/18/2018,T4,R4,Glycine max L. (*),STOVER,43.114,0.775,2018
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,44.25,1.57,1993
8/8/2002,T8,R4,Bromus inermis Leyss.,,46.099,0.994,2002
10/10/1992,T6,R1,Medicago sativa L.,CROP,46.78,4.19,1992
7/13/2004,T3,R1,Triticum aestivum L. (*),SEED,41.423,1.582,2004
7/6/1995,T6,R6,Medicago sativa L.,CROP,44.34,3.87,1995
11/8/2017,T7,R1,Surface Litter,,41.23,0.87,2017
8/27/1997,T4,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.87,2.75,1997
,CFF,R2,Leaf Litter,LEAFLITTER,46.93,1.23,1998
8/5/2019,T8,R1,Surface Litter,,44.207,1.065,2019
8/11/2003,TSF,R1,Solidago canadensis L.,,43.845,1.354,2003
10/5/2005,T4,R2,Zea mays L. (*),SEED,42.97,1.155,2005
10/3/2005,T1,R5,Zea mays L. (*),STOVER,43.639,0.812,2005
10/31/1990,T4,R3,Zea mays L. (*),STOVER,52,1.31,1990
8/2/2018,T7,R3,Aster sagittifolius,,44.199,0.704,2018
11/20/2015,T7,R6,UnSorted,,45.782,1.112,2015
7/10/1991,T5,R6,Leaf Litter,LEAFLITTER,45.49,0.68,1991
6/25/2007,T1,R1,Triticum aestivum L. (*),SEED,41.399,1.757,2007
6/27/2007,T4,R4,Triticum aestivum L. (*),SEED,42.631,1.695,2007
,TDF,R2,Leaf Litter,LEAFLITTER,47.44,1.52,1994
9/10/2012,T6,R4,UnSorted,,42.705,2.355,2012
8/5/1992,T5,R6,Festuca rubra L.,GRDCOVER,41.54,1.58,1992
6/5/1993,T5,R2,Festuca rubra L.,GRDCOVER,42.45,1.95,1993
8/4/2006,T7,R3,Solidago canadensis L.,,45.122,0.749,2006
8/26/2005,T5,R6,fescue Non dominant biomass,,45.465,0.871,2005
11/27/2019,T7,R4,UnSorted,,45.771,0.804,2019
7/9/2010,T1,R6,Triticum aestivum L. (*),STOVER,44.905,0.94,2010
9/12/1994,T1,R6,Glycine max L. (*),SEED,55.06,7.05,1994
10/17/1990,T2,R6,Glycine max L. (*),STOVER,59.09,0.96,1990
11/13/2009,T7,R2,UnSorted,,44.773,0.697,2009
7/12/1999,T6,R5,Medicago sativa L.,CROP,43.65,2.87,1999
8/8/2007,T8,R4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,45.235,0.522,2007
7/20/1992,T4,R3,Triticum aestivum L. (*),SEED,36.76,2.46,1992
11/8/2017,T7,R1,UnSorted,,46.317,0.821,2017
8/11/2010,T5,R1,Leaf Litter,,43.72,0.699,2010
6/2/2003,T6,R2,Medicago sativa L.,,42.586,2.664,2003
8/4/2015,T7,R3,Solidago canadensis L.,,45.122,0.954,2015
9/28/2015,T1,R2,Glycine max L. (*),SEED,52.764,6.166,2015
10/23/2008,T4,R2,Zea mays L. (*),STOVER,44.138,0.966,2008
7/6/1993,T7,R1,Hieracium sp. (*),NDB,41.74,1.71,1993
6/2/1994,T7,R3,Apocynum cannabinum L.,NDB,49.12,2.33,1994
5/25/2010,T6,R5,aggregate of live biomass except for Medicago sativa L.,,41.112,1.471,2010
5/30/2014,T6,R6,Medicago sativa L.,,44.138,2.657,2014
8/11/2004,T5,R1,fescue Non dominant biomass,,43.388,1.932,2004
7/16/2013,T4,R1,UnSorted,,43.322,2.799,2013
12/12/2017,TSF,R2,Leaf Litter,,48.231,1.005,2017
10/17/1990,T2,R6,Glycine max L. (*),SEED,61.74,8.38,1990
7/13/2007,T6,R5,Medicago sativa L.,,44.569,2.548,2007
8/11/2005,TSF,R3,Surface Litter,,46.904,1.251,2005
8/10/2007,TSF,R2,Poa compressa L.,,44.907,1.196,2007
8/20/1999,T21,R5,Surface Litter,SURFACELITTER,35.89,1.25,1999
8/4/2015,T7,R3,Aster sagittifolius,,44.551,0.662,2015
9/12/1994,T4,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,47.31,2.02,1994
8/24/1999,T4,R4,Zea mays L. (*),STOVER,44.17,0.83,1999
8/11/1999,T7,R1,Standing Dead,NDB,46.45,0.97,1999
8/4/2009,T7,R4,Solidago canadensis L.,,44.729,1.186,2009
8/10/2007,TSF,R2,Solidago nemoralis Ait.,,43.377,1.331,2007
10/9/2006,T2,R1,aggregate of live biomass except for Glycine max L. (*),,41.483,1.689,2006
9/12/1989,T2,R4,Zea mays L. (*),SEED,42.21,1.64,1989
7/1/1996,T6,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,40.33,2.28,1996
5/24/2010,T6,R1,aggregate of live biomass except for Medicago sativa L.,,43.775,1.896,2010
8/4/2011,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.747,1.016,2011
8/7/2007,T8,R1,Bromus inermis Leyss.,,44.669,0.593,2007
8/5/2019,T8,R2,Surface Litter,,44.402,0.945,2019
7/6/1998,T1,R4,Triticum aestivum L. (*),SEED,41.38,1.96,1998
9/28/2012,T2,R6,Surface Litter,,43.97,0.702,2012
8/18/1999,T8,R4,Dicots,NDB,44.89,1.36,1999
9/5/2017,T6,R6,UnSorted,,43.377,1.436,2017
8/7/2006,T7,R4,Surface Litter,,46.864,0.862,2006
7/6/1998,T3,R4,Triticum aestivum L. (*),STOVER,44.148,0.251,1998
5/20/2014,T3,R3,UnSorted,,41.854,2.265,2014
6/28/2007,T3,R3,aggregate of live biomass except for Triticum sp.,,44.628,1.442,2007
10/3/2005,T1,R1,aggregate of live biomass except for Zea mays,,45.217,2.572,2005
9/28/2012,T1,R5,Glycine max L. (*),STOVER,41.446,1.466,2012
8/11/1999,T7,R2,Daucus carota L.,NDB,44.22,1.4,1999
6/26/1995,T8,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.35,1.46,1995
7/12/1995,T4,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,41.99,3.51,1995
,TCF,R2,Leaf Litter,LEAFLITTER,48.81,1.06,1996
7/12/2010,T4,R2,Triticum aestivum L. (*),STOVER,44.651,0.498,2010
6/2/2003,T6,R2,aggregate of live biomass except for Medicago sativa L.,,31.284,3.147,2003
10/9/2006,T2,R6,Glycine max L. (*),SEED,50.964,5.868,2006
9/30/2015,T3,R6,Glycine max L. (*),SEED,50.351,6.194,2015
9/2/1998,T5,R2,Trunks of poplars - CN code,TRUNK,48.06,0.27,1998
8/7/1992,T7,R2,Aster pilosus Willd.,NDB,44.67,2.16,1992
8/16/2010,T8,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.706,1.312,2010
8/10/2009,T8,R3,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,45.275,0.583,2009
9/15/1997,T21,R5,Glycine max L. (*),STOVER,46.54,3.34,1997
10/14/2008,T1,R4,Zea mays L. (*),STOVER,46.33,1.137,2008
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,44.72,1.89,1993
8/5/2002,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.683,1.378,2002
7/6/1993,T7,R3,Apocynum cannabinum L.,NDB,47.5,2.37,1993
10/24/2002,T4,R5,Zea mays L. (*),STOVER,47.02,1.094,2002
7/18/2011,T5,R4,UnSorted,,43.015,2.59,2011
8/16/2010,T8,R4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,44.521,1.02,2010
9/29/2015,T2,R6,Glycine max L. (*),SEED,51.19,5.751,2015
8/4/1998,T8,R3,Dicots,NDB,46.58,1.56,1998
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,43.46,1.56,1993
7/6/1995,T6,R4,Medicago sativa L.,CROP,43.89,3.29,1995
7/7/2003,T6,R3,aggregate of live biomass except for Medicago sativa L.,,30.543,2.811,2003
8/4/1998,T8,R3,Surface Litter,SURFACELITTER,38.11,1,1998
9/12/1989,T5,R4,poplar leaves,POPLVS,45.54,4.53,1989
8/1/2000,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.421,1.327,2000
8/20/1999,T2,R3,Standing Dead,NDB,42.23,2.05,1999
8/2/2018,T7,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.49,1.013,2018
9/4/2003,T4,R1,Glycine max L. (*),STOVER,42.513,3.387,2003
10/6/2006,T3,R5,Glycine max L. (*),STOVER,44.62,0.663,2006
10/5/2006,T1,R2,aggregate of live biomass except for Glycine max L. (*),,35.604,3.236,2006
8/2/2004,T7,R5,Surface Litter,,43.155,1.419,2004
7/13/2017,T6,R1,UnSorted,,43.491,2.569,2017
8/5/2019,T8,R3,Rubus allegheniensis T.C. Porter (*),,46.529,1.42,2019
8/11/2011,TSF,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.543,2.253,2011
8/7/2017,T8,R2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,45.208,0.68,2017
8/7/2017,T8,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.189,1.079,2017
10/14/2008,T1,R3,Zea mays L. (*),STOVER,47.455,0.926,2008
10/15/2008,T2,R3,Zea mays L. (*),STOVER,45.153,0.598,2008
9/12/1989,T2,R3,Zea mays L. (*),SEED,42.29,1.52,1989
7/30/1996,T7,R3,Apocynum cannabinum L.,NDB,45.6,1.25,1996
8/17/2005,T6,R1,Medicago sativa L.,,44.342,3.07,2005
8/4/2009,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.401,1.399,2009
9/12/1994,T21,R5,Glycine max L. (*),SEED,54.45,7.01,1994
8/24/1999,T4,R3,Zea mays L. (*),STOVER,44.58,0.69,1999
5/24/2010,T6,R2,Medicago sativa L.,,42.966,2.83,2010
5/17/2017,T4,R2,UnSorted,,43.145,1.872,2017
8/13/2003,T8,R4,Bromus inermis Leyss.,,41.837,0.702,2003
7/25/2012,T8,R3,Rubus allegheniensis T.C. Porter (*),,45.405,1.111,2012
8/11/2009,TSF,R2,Solidago juncea Aiton (*),,44.239,1.583,2009
7/13/2006,T6,R6,Medicago sativa L.,,44.157,2.645,2006
10/9/2018,T1,R4,Glycine max L. (*),STOVER,44.701,0.618,2018
8/7/1995,T7,R2,Trifolium pratense L.,NDB,45.83,1.96,1995
10/15/1996,T4,R5,Zea mays L. (*),STOVER,44.35,0.57,1996
11/19/2008,T7,R6,UnSorted,,44.816,1.067,2008
7/27/2015,T6,R3,Medicago sativa L.,,44.225,2.766,2015
11/26/2013,T7,R6,Surface Litter,,41.984,1.239,2013
6/26/2007,T1,R5,Triticum aestivum L. (*),SEED,41.694,1.609,2007
5/9/2018,T3,R3,UnSorted,,40.601,1.884,2018
8/7/2007,T8,R2,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,45.006,0.581,2007
5/4/2012,T4,R2,UnSorted,,39.995,1.685,2012
9/14/1999,T2,R3,Zea mays L. (*),STOVER,44.57,0.69,1999
10/13/1989,T3,R3,Vicia villosa  Roth,COVCROP,43.11,4.67,1989
10/26/2011,T1,R5,Zea mays L. (*),STOVER,45.562,0.789,2011
8/7/2007,T8,R2,Rubus allegheniensis T.C. Porter (*),,46.279,1.051,2007
10/23/2002,T3,R6,Zea mays L. (*),SEED,44.686,1.645,2002
,TCF,R2,Leaf Litter,LEAFLITTER,53.14,0.51,1995
10/3/2005,T1,R4,Zea mays L. (*),SEED,43.429,1.456,2005
8/20/1999,T2,R4,Lactuca serriola L.,NDB,43.14,2.83,1999
7/31/2012,T7,R1,Phleum pratense L.,,46.049,0.732,2012
5/17/2011,T4,R5,UnSorted,,42.604,2.06,2011
7/7/2016,T4,R1,Triticum aestivum L. (*),STOVER,43.325,0.554,2016
8/28/2010,T6,R6,aggregate of live biomass except for Medicago sativa L.,,43.545,2.241,2010
8/6/2003,T7,R4,Solidago canadensis L.,,43.265,0.793,2003
5/6/2011,T3,R1,UnSorted,,42.577,2.578,2011
8/25/2014,T8,R1,Surface Litter,,43.427,1.177,2014
9/12/1994,T3,R4,Glycine max L. (*),STOVER,42.27,1.82,1994
8/3/2016,T7,R5,Aster sagittifolius,,42.218,0.916,2016
11/14/2016,T7,R4,Surface Litter,,43.775,1.03,2016
8/24/1999,T1,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.27,2.24,1999
9/28/2012,T4,R5,UnSorted,,43.254,2.129,2012
7/6/2016,T3,R1,Triticum aestivum L. (*),STOVER,44.211,0.503,2016
7/6/1998,T4,R4,Triticum aestivum L. (*),STOVER,44.234,0.316,1998
11/30/2012,TCF,R1,Leaf Litter,,48.262,1.156,2012
10/24/2014,T4,R3,Zea mays L. (*),STOVER,44.835,0.551,2014
10/23/2008,T4,R3,Zea mays L. (*),STOVER,45.072,0.709,2008
,T5,R5,Leaf Litter,LEAFLITTER,44.89,1.1,1995
7/9/2010,T1,R4,Triticum aestivum L. (*),STOVER,43.898,0.901,2010
